retyr,popID,forecast,model,age,obs
2020,Early Stuart,25917,LLY,all,16000
2020,Early Stuart,17836,R1C,all,16000
2020,Early Stuart,100889.5,R2C,all,16000
2020,Early Stuart,116725.75,RAC,all,16000
2020,Early Stuart,287340.6406,TSA,all,16000
2020,Early Stuart,45533.93237,RS1,all,16000
2020,Early Stuart,34742.87973,RS2,all,16000
2020,Early Stuart,36926.01391,RSC,all,16000
2020,Early Stuart,35009.24776,MRS,all,16000
2020,Early Stuart,24383.22765,RS4yr,all,16000
2020,Early Stuart,18285.20432,RS8yr,all,16000
2020,Early Stuart,30024.20525,LarkinBasic,all,16000
2020,Early Stuart,30728.19314,LarkinBasicCycAge,all,16000
2020,Early Stuart,32558.99446,PowerBasic,all,16000
2020,Early Stuart,33376.29376,PowerBasicCycAge,all,16000
2020,Early Stuart,18075.88613,PowerChum,all,16000
2020,Early Stuart,11571.61261,PowerPink,all,16000
2020,Early Stuart,11439.31775,PowerSalmon_Total,all,16000
2020,Early Stuart,17739.60966,PowerSockeye,all,16000
2020,Early Stuart,28260.446,RickerBasic,all,16000
2020,Early Stuart,14125.33726,RickerChum,all,16000
2020,Early Stuart,31795.02744,RickerCyc,all,16000
2020,Early Stuart,21127.82,RickerEi,all,16000
2020,Early Stuart,24314.83265,RickerFRDMean,all,16000
2020,Early Stuart,28136.04863,RickerFRDpeak,all,16000
2020,Early Stuart,15598.09976,RickerGOA.SST.Ann,all,16000
2020,Early Stuart,21244.46388,RickerGOA.SST.Sum,all,16000
2020,Early Stuart,22461.49533,RickerGOA.SST.Win,all,16000
2020,Early Stuart,25190.05924,RickerNPGO.Ann,all,16000
2020,Early Stuart,26257.65803,RickerNPGO.Sum,all,16000
2020,Early Stuart,27953.27508,RickerNPGO.Win,all,16000
2020,Early Stuart,22511.04752,RickerPDO,all,16000
2020,Early Stuart,14154.31244,RickerPi,all,16000
2020,Early Stuart,5381.138258,RickerPink,all,16000
2020,Early Stuart,5426.01135,RickerSalmon_Total,all,16000
2020,Early Stuart,13112.66215,RickerSockeye,all,16000
2020,Early Stuart,22826.16095,LLY,4,14571.42857
2020,Early Stuart,15708.89404,R1C,4,14571.42857
2020,Early Stuart,88857.50533,R2C,4,14571.42857
2020,Early Stuart,102805.1378,RAC,4,14571.42857
2020,Early Stuart,253072.6439,TSA,4,14571.42857
2020,Early Stuart,42950.96317,RS1,4,14571.42857
2020,Early Stuart,33101.48741,RS2,4,14571.42857
2020,Early Stuart,31413.76309,RSC,4,14571.42857
2020,Early Stuart,30456.76456,MRS,4,14571.42857
2020,Early Stuart,21836.6831,RS4yr,4,14571.42857
2020,Early Stuart,16392.54873,RS8yr,4,14571.42857
2020,Early Stuart,25061.72372,LarkinBasic,4,14571.42857
2020,Early Stuart,23921.59724,LarkinBasicCycAge,4,14571.42857
2020,Early Stuart,26777.87079,PowerBasic,4,14571.42857
2020,Early Stuart,26094.10481,PowerBasicCycAge,4,14571.42857
2020,Early Stuart,14852.0998,PowerChum,4,14571.42857
2020,Early Stuart,8650.132793,PowerPink,4,14571.42857
2020,Early Stuart,8734.558968,PowerSalmon_Total,4,14571.42857
2020,Early Stuart,15030.58508,PowerSockeye,4,14571.42857
2020,Early Stuart,22816.38297,RickerBasic,4,14571.42857
2020,Early Stuart,11423.62259,RickerChum,4,14571.42857
2020,Early Stuart,24443.87309,RickerCyc,4,14571.42857
2020,Early Stuart,17067.22661,RickerEi,4,14571.42857
2020,Early Stuart,20148.38053,RickerFRDMean,4,14571.42857
2020,Early Stuart,23980.72326,RickerFRDpeak,4,14571.42857
2020,Early Stuart,12123.98294,RickerGOA.SST.Ann,4,14571.42857
2020,Early Stuart,17011.66431,RickerGOA.SST.Sum,4,14571.42857
2020,Early Stuart,18168.74991,RickerGOA.SST.Win,4,14571.42857
2020,Early Stuart,20603.17843,RickerNPGO.Ann,4,14571.42857
2020,Early Stuart,22031.24262,RickerNPGO.Sum,4,14571.42857
2020,Early Stuart,23412.28334,RickerNPGO.Win,4,14571.42857
2020,Early Stuart,19461.56341,RickerPDO,4,14571.42857
2020,Early Stuart,12267.39369,RickerPi,4,14571.42857
2020,Early Stuart,3408.002722,RickerPink,4,14571.42857
2020,Early Stuart,3647.03433,RickerSalmon_Total,4,14571.42857
2020,Early Stuart,10559.19191,RickerSockeye,4,14571.42857
2020,Early Stuart,3090.839046,LLY,5,1428.571429
2020,Early Stuart,2127.105962,R1C,5,1428.571429
2020,Early Stuart,12031.99467,R2C,5,1428.571429
2020,Early Stuart,13920.61217,RAC,5,1428.571429
2020,Early Stuart,34267.99674,TSA,5,1428.571429
2020,Early Stuart,2582.969194,RS1,5,1428.571429
2020,Early Stuart,1641.392315,RS2,5,1428.571429
2020,Early Stuart,5512.250817,RSC,5,1428.571429
2020,Early Stuart,4552.483202,MRS,5,1428.571429
2020,Early Stuart,2546.544552,RS4yr,5,1428.571429
2020,Early Stuart,1892.655589,RS8yr,5,1428.571429
2020,Early Stuart,2758.130568,LarkinBasic,5,1428.571429
2020,Early Stuart,3635.486923,LarkinBasicCycAge,5,1428.571429
2020,Early Stuart,3028.996996,PowerBasic,5,1428.571429
2020,Early Stuart,4269.10452,PowerBasicCycAge,5,1428.571429
2020,Early Stuart,2047.938646,PowerChum,5,1428.571429
2020,Early Stuart,1719.128195,PowerPink,5,1428.571429
2020,Early Stuart,1641.285204,PowerSalmon_Total,5,1428.571429
2020,Early Stuart,1734.992383,PowerSockeye,5,1428.571429
2020,Early Stuart,2428.899398,RickerBasic,5,1428.571429
2020,Early Stuart,1652.854093,RickerChum,5,1428.571429
2020,Early Stuart,3472.314857,RickerCyc,5,1428.571429
2020,Early Stuart,2485.712191,RickerEi,5,1428.571429
2020,Early Stuart,2438.340738,RickerFRDMean,5,1428.571429
2020,Early Stuart,2463.367821,RickerFRDpeak,5,1428.571429
2020,Early Stuart,2168.217616,RickerGOA.SST.Ann,5,1428.571429
2020,Early Stuart,1987.063641,RickerGOA.SST.Sum,5,1428.571429
2020,Early Stuart,2291.17365,RickerGOA.SST.Win,5,1428.571429
2020,Early Stuart,2589.792591,RickerNPGO.Ann,5,1428.571429
2020,Early Stuart,2200.91182,RickerNPGO.Sum,5,1428.571429
2020,Early Stuart,2294.288456,RickerNPGO.Win,5,1428.571429
2020,Early Stuart,1720.664082,RickerPDO,5,1428.571429
2020,Early Stuart,1002.014833,RickerPi,5,1428.571429
2020,Early Stuart,6.88E+02,RickerPink,5,1428.571429
2020,Early Stuart,6.53E+02,RickerSalmon_Total,5,1428.571429
2020,Early Stuart,1376.010287,RickerSockeye,5,1428.571429
2020,Early Stuart,5.39E+02,sibling5,5,1428.571429
2019,Early Stuart,94681,LLY,all,25916.76125
2019,Early Stuart,28728,R1C,all,25916.76125
2019,Early Stuart,26923,R2C,all,25916.76125
2019,Early Stuart,153624.625,RAC,all,25916.76125
2019,Early Stuart,291618.4921,TSA,all,25916.76125
2019,Early Stuart,46066.46104,RS1,all,25916.76125
2019,Early Stuart,29378.56425,RS2,all,25916.76125
2019,Early Stuart,65751.91471,RSC,all,25916.76125
2019,Early Stuart,70593.70128,MRS,all,25916.76125
2019,Early Stuart,35295.2283,RS4yr,all,25916.76125
2019,Early Stuart,28393.1897,RS8yr,all,25916.76125
2019,Early Stuart,51695.98032,LarkinBasic,all,25916.76125
2019,Early Stuart,50724.28683,LarkinBasicCycAge,all,25916.76125
2019,Early Stuart,53613.36046,PowerBasic,all,25916.76125
2019,Early Stuart,50731.40877,PowerBasicCycAge,all,25916.76125
2019,Early Stuart,28905.00551,PowerChum,all,25916.76125
2019,Early Stuart,28935.72899,PowerPink,all,25916.76125
2019,Early Stuart,25745.24546,PowerSalmon_Total,all,25916.76125
2019,Early Stuart,29302.00952,PowerSockeye,all,25916.76125
2019,Early Stuart,45955.84342,RickerBasic,all,25916.76125
2019,Early Stuart,26512.38912,RickerChum,all,25916.76125
2019,Early Stuart,43674.30451,RickerCyc,all,25916.76125
2019,Early Stuart,37726.05769,RickerEi,all,25916.76125
2019,Early Stuart,47898.86534,RickerFRDMean,all,25916.76125
2019,Early Stuart,46143.92912,RickerFRDpeak,all,25916.76125
2019,Early Stuart,35213.11942,RickerGOA.SST.Ann,all,25916.76125
2019,Early Stuart,34954.06027,RickerGOA.SST.Sum,all,25916.76125
2019,Early Stuart,43434.70351,RickerGOA.SST.Win,all,25916.76125
2019,Early Stuart,45589.63364,RickerNPGO.Ann,all,25916.76125
2019,Early Stuart,43562.28961,RickerNPGO.Sum,all,25916.76125
2019,Early Stuart,49697.20692,RickerNPGO.Win,all,25916.76125
2019,Early Stuart,30647.39332,RickerPDO,all,25916.76125
2019,Early Stuart,17374.89973,RickerPi,all,25916.76125
2019,Early Stuart,27613.85525,RickerPink,all,25916.76125
2019,Early Stuart,15858.56754,RickerSalmon_Total,all,25916.76125
2019,Early Stuart,26999.72596,RickerSockeye,all,25916.76125
2019,Early Stuart,77870.65132,LLY,4,3416.741558
2019,Early Stuart,23627.42336,R1C,4,3416.741558
2019,Early Stuart,22142.8961,R2C,4,3416.741558
2019,Early Stuart,126348.9994,RAC,4,3416.741558
2019,Early Stuart,239842.4384,TSA,4,3416.741558
2019,Early Stuart,17813.06023,RS1,4,3416.741558
2019,Early Stuart,11319.61629,RS2,4,3416.741558
2019,Early Stuart,38014.41226,RSC,4,3416.741558
2019,Early Stuart,31395.51864,MRS,4,3416.741558
2019,Early Stuart,17561.86314,RS4yr,4,3416.741558
2019,Early Stuart,13052.41583,RS8yr,4,3416.741558
2019,Early Stuart,27559.22233,LarkinBasic,4,3416.741558
2019,Early Stuart,28530.10568,LarkinBasicCycAge,4,3416.741558
2019,Early Stuart,31224.69593,PowerBasic,4,3416.741558
2019,Early Stuart,32125.77769,PowerBasicCycAge,4,3416.741558
2019,Early Stuart,18939.90836,PowerChum,4,3416.741558
2019,Early Stuart,15119.28779,PowerPink,4,3416.741558
2019,Early Stuart,14263.2487,PowerSalmon_Total,4,3416.741558
2019,Early Stuart,17094.89533,PowerSockeye,4,3416.741558
2019,Early Stuart,23363.54662,RickerBasic,4,3416.741558
2019,Early Stuart,16554.8856,RickerChum,4,3416.741558
2019,Early Stuart,26137.33579,RickerCyc,4,3416.741558
2019,Early Stuart,25629.68091,RickerEi,4,3416.741558
2019,Early Stuart,23987.05208,RickerFRDMean,4,3416.741558
2019,Early Stuart,26105.13214,RickerFRDpeak,4,3416.741558
2019,Early Stuart,21936.8851,RickerGOA.SST.Ann,4,3416.741558
2019,Early Stuart,21161.62256,RickerGOA.SST.Sum,4,3416.741558
2019,Early Stuart,24427.46719,RickerGOA.SST.Win,4,3416.741558
2019,Early Stuart,23376.12548,RickerNPGO.Ann,4,3416.741558
2019,Early Stuart,23292.9468,RickerNPGO.Sum,4,3416.741558
2019,Early Stuart,24949.286,RickerNPGO.Win,4,3416.741558
2019,Early Stuart,16806.43865,RickerPDO,4,3416.741558
2019,Early Stuart,9727.30342,RickerPi,4,3416.741558
2019,Early Stuart,12513.35583,RickerPink,4,3416.741558
2019,Early Stuart,7524.354544,RickerSalmon_Total,4,3416.741558
2019,Early Stuart,14377.70274,RickerSockeye,4,3416.741558
2019,Early Stuart,16810.34868,LLY,5,22500.01969
2019,Early Stuart,5100.57664,R1C,5,22500.01969
2019,Early Stuart,4780.103902,R2C,5,22500.01969
2019,Early Stuart,27275.62565,RAC,5,22500.01969
2019,Early Stuart,51776.05362,TSA,5,22500.01969
2019,Early Stuart,28253.40081,RS1,5,22500.01969
2019,Early Stuart,18058.94797,RS2,5,22500.01969
2019,Early Stuart,27737.50245,RSC,5,22500.01969
2019,Early Stuart,39198.18264,MRS,5,22500.01969
2019,Early Stuart,17733.36516,RS4yr,5,22500.01969
2019,Early Stuart,15340.77387,RS8yr,5,22500.01969
2019,Early Stuart,16225.33189,LarkinBasic,5,22500.01969
2019,Early Stuart,15429.60235,LarkinBasicCycAge,5,22500.01969
2019,Early Stuart,13521.85272,PowerBasic,5,22500.01969
2019,Early Stuart,13342.62112,PowerBasicCycAge,5,22500.01969
2019,Early Stuart,6241.457057,PowerChum,5,22500.01969
2019,Early Stuart,9692.643762,PowerPink,5,22500.01969
2019,Early Stuart,8377.363685,PowerSalmon_Total,5,22500.01969
2019,Early Stuart,8283.310716,PowerSockeye,5,22500.01969
2019,Early Stuart,14845.70314,RickerBasic,5,22500.01969
2019,Early Stuart,6859.190437,RickerChum,5,22500.01969
2019,Early Stuart,11975.14566,RickerCyc,5,22500.01969
2019,Early Stuart,6929.27914,RickerEi,5,22500.01969
2019,Early Stuart,14443.23585,RickerFRDMean,5,22500.01969
2019,Early Stuart,12858.03352,RickerFRDpeak,5,22500.01969
2019,Early Stuart,7930.83746,RickerGOA.SST.Ann,5,22500.01969
2019,Early Stuart,9060.480296,RickerGOA.SST.Sum,5,22500.01969
2019,Early Stuart,10871.06632,RickerGOA.SST.Win,5,22500.01969
2019,Early Stuart,13866.50936,RickerNPGO.Ann,5,22500.01969
2019,Early Stuart,13320.61126,RickerNPGO.Sum,5,22500.01969
2019,Early Stuart,14779.9745,RickerNPGO.Win,5,22500.01969
2019,Early Stuart,9500.958949,RickerPDO,5,22500.01969
2019,Early Stuart,4414.889239,RickerPi,5,22500.01969
2019,Early Stuart,10203.95804,RickerPink,5,22500.01969
2019,Early Stuart,4145.66811,RickerSalmon_Total,5,22500.01969
2019,Early Stuart,8404.841141,RickerSockeye,5,22500.01969
2019,Early Stuart,9852.263099,sibling5,5,22500.01969
2018,Early Stuart,22297,LLY,all,94680.68576
2018,Early Stuart,127861,R1C,all,94680.68576
2018,Early Stuart,115910,R2C,all,94680.68576
2018,Early Stuart,125639.5,RAC,all,94680.68576
2018,Early Stuart,295858.6613,TSA,all,94680.68576
2018,Early Stuart,140065.9516,RS1,all,94680.68576
2018,Early Stuart,99918.76648,RS2,all,94680.68576
2018,Early Stuart,205008.6686,RSC,all,94680.68576
2018,Early Stuart,252604.3231,MRS,all,94680.68576
2018,Early Stuart,104191.9034,RS4yr,all,94680.68576
2018,Early Stuart,94930.92953,RS8yr,all,94680.68576
2018,Early Stuart,210267.6225,LarkinBasic,all,94680.68576
2018,Early Stuart,201299.6301,LarkinBasicCycAge,all,94680.68576
2018,Early Stuart,167946.8696,PowerBasic,all,94680.68576
2018,Early Stuart,162511.9036,PowerBasicCycAge,all,94680.68576
2018,Early Stuart,78705.29704,PowerChum,all,94680.68576
2018,Early Stuart,111933.6609,PowerPink,all,94680.68576
2018,Early Stuart,96742.1495,PowerSalmon_Total,all,94680.68576
2018,Early Stuart,102426.1006,PowerSockeye,all,94680.68576
2018,Early Stuart,175068.0359,RickerBasic,all,94680.68576
2018,Early Stuart,77613.41391,RickerChum,all,94680.68576
2018,Early Stuart,149137.739,RickerCyc,all,94680.68576
2018,Early Stuart,81675.75675,RickerEi,all,94680.68576
2018,Early Stuart,183686.5715,RickerFRDMean,all,94680.68576
2018,Early Stuart,151612.9739,RickerFRDpeak,all,94680.68576
2018,Early Stuart,100298.6039,RickerGOA.SST.Ann,all,94680.68576
2018,Early Stuart,104008.9753,RickerGOA.SST.Sum,all,94680.68576
2018,Early Stuart,131201.1077,RickerGOA.SST.Win,all,94680.68576
2018,Early Stuart,193163.8043,RickerNPGO.Ann,all,94680.68576
2018,Early Stuart,182009.8575,RickerNPGO.Sum,all,94680.68576
2018,Early Stuart,189862.779,RickerNPGO.Win,all,94680.68576
2018,Early Stuart,110758.8454,RickerPDO,all,94680.68576
2018,Early Stuart,63447.8494,RickerPi,all,94680.68576
2018,Early Stuart,110039.6042,RickerPink,all,94680.68576
2018,Early Stuart,85804.17408,RickerSalmon_Total,all,94680.68576
2018,Early Stuart,105317.6174,RickerSockeye,all,94680.68576
2018,Early Stuart,17776.02073,LLY,4,89230.78217
2018,Early Stuart,101935.6768,R1C,4,89230.78217
2018,Early Stuart,92407.88278,R2C,4,89230.78217
2018,Early Stuart,100164.6121,RAC,4,89230.78217
2018,Early Stuart,235869.8343,TSA,4,89230.78217
2018,Early Stuart,126865.9159,RS1,4,89230.78217
2018,Early Stuart,81089.88328,RS2,4,89230.78217
2018,Early Stuart,124549.3835,RSC,4,89230.78217
2018,Early Stuart,176011.142,MRS,4,89230.78217
2018,Early Stuart,79627.9226,RS4yr,4,89230.78217
2018,Early Stuart,68884.49787,RS8yr,4,89230.78217
2018,Early Stuart,156512.5278,LarkinBasic,4,89230.78217
2018,Early Stuart,164124.4596,LarkinBasicCycAge,4,89230.78217
2018,Early Stuart,130889.3597,PowerBasic,4,89230.78217
2018,Early Stuart,136204.3895,PowerBasicCycAge,4,89230.78217
2018,Early Stuart,65159.6271,PowerChum,4,89230.78217
2018,Early Stuart,96424.27434,PowerPink,4,89230.78217
2018,Early Stuart,80944.38808,PowerSalmon_Total,4,89230.78217
2018,Early Stuart,82482.5331,PowerSockeye,4,89230.78217
2018,Early Stuart,130050.1151,RickerBasic,4,89230.78217
2018,Early Stuart,63171.52751,RickerChum,4,89230.78217
2018,Early Stuart,113524.1239,RickerCyc,4,89230.78217
2018,Early Stuart,64315.94287,RickerEi,4,89230.78217
2018,Early Stuart,138248.8406,RickerFRDMean,4,89230.78217
2018,Early Stuart,109116.1352,RickerFRDpeak,4,89230.78217
2018,Early Stuart,77277.36599,RickerGOA.SST.Ann,4,89230.78217
2018,Early Stuart,82088.13222,RickerGOA.SST.Sum,4,89230.78217
2018,Early Stuart,100447.7368,RickerGOA.SST.Win,4,89230.78217
2018,Early Stuart,143856.2333,RickerNPGO.Ann,4,89230.78217
2018,Early Stuart,130224.7145,RickerNPGO.Sum,4,89230.78217
2018,Early Stuart,139866.3913,RickerNPGO.Win,4,89230.78217
2018,Early Stuart,86828.94226,RickerPDO,4,89230.78217
2018,Early Stuart,47342.01698,RickerPi,4,89230.78217
2018,Early Stuart,91998.1853,RickerPink,4,89230.78217
2018,Early Stuart,65776.20626,RickerSalmon_Total,4,89230.78217
2018,Early Stuart,80367.03192,RickerSockeye,4,89230.78217
2018,Early Stuart,4520.979274,LLY,5,5449.90359
2018,Early Stuart,25925.32318,R1C,5,5449.90359
2018,Early Stuart,23502.11722,R2C,5,5449.90359
2018,Early Stuart,25474.8879,RAC,5,5449.90359
2018,Early Stuart,59988.827,TSA,5,5449.90359
2018,Early Stuart,13200.03573,RS1,5,5449.90359
2018,Early Stuart,18828.8832,RS2,5,5449.90359
2018,Early Stuart,80459.28507,RSC,5,5449.90359
2018,Early Stuart,76593.1811,MRS,5,5449.90359
2018,Early Stuart,24563.98083,RS4yr,5,5449.90359
2018,Early Stuart,26046.43166,RS8yr,5,5449.90359
2018,Early Stuart,32069.61782,LarkinBasic,5,5449.90359
2018,Early Stuart,22317.28733,LarkinBasicCycAge,5,5449.90359
2018,Early Stuart,21454.71744,PowerBasic,5,5449.90359
2018,Early Stuart,15584.6032,PowerBasicCycAge,5,5449.90359
2018,Early Stuart,9333.583763,PowerChum,5,5449.90359
2018,Early Stuart,11154.845,PowerPink,5,5449.90359
2018,Early Stuart,10412.59239,PowerSalmon_Total,5,5449.90359
2018,Early Stuart,12685.64768,PowerSockeye,5,5449.90359
2018,Early Stuart,26676.14426,RickerBasic,5,5449.90359
2018,Early Stuart,10448.82153,RickerChum,5,5449.90359
2018,Early Stuart,16660.1065,RickerCyc,5,5449.90359
2018,Early Stuart,9574.398481,RickerEi,5,5449.90359
2018,Early Stuart,25840.01481,RickerFRDMean,5,5449.90359
2018,Early Stuart,23693.75119,RickerFRDpeak,5,5449.90359
2018,Early Stuart,13119.34573,RickerGOA.SST.Ann,5,5449.90359
2018,Early Stuart,13685.37841,RickerGOA.SST.Sum,5,5449.90359
2018,Early Stuart,14840.85945,RickerGOA.SST.Win,5,5449.90359
2018,Early Stuart,25580.47222,RickerNPGO.Ann,5,5449.90359
2018,Early Stuart,25957.08233,RickerNPGO.Sum,5,5449.90359
2018,Early Stuart,26979.17731,RickerNPGO.Win,5,5449.90359
2018,Early Stuart,13312.02691,RickerPDO,5,5449.90359
2018,Early Stuart,10058.63302,RickerPi,5,5449.90359
2018,Early Stuart,11405.64748,RickerPink,5,5449.90359
2018,Early Stuart,8738.470712,RickerSalmon_Total,5,5449.90359
2018,Early Stuart,13011.6729,RickerSockeye,5,5449.90359
2018,Early Stuart,2484.00635,sibling5,5,5449.90359
2017,Early Stuart,17836,LLY,all,22297.1574
2017,Early Stuart,181988,R1C,all,22297.1574
2017,Early Stuart,131592,R2C,all,22297.1574
2017,Early Stuart,753372.6875,RAC,all,22297.1574
2017,Early Stuart,298612.7213,TSA,all,22297.1574
2017,Early Stuart,64200.38966,RS1,all,22297.1574
2017,Early Stuart,89727.23994,RS2,all,22297.1574
2017,Early Stuart,377939.3158,RSC,all,22297.1574
2017,Early Stuart,360018.5585,MRS,all,22297.1574
2017,Early Stuart,115577.6104,RS4yr,all,22297.1574
2017,Early Stuart,122426.7537,RS8yr,all,22297.1574
2017,Early Stuart,313455.4401,LarkinBasic,all,22297.1574
2017,Early Stuart,315865.9343,LarkinBasicCycAge,all,22297.1574
2017,Early Stuart,198138.6611,PowerBasic,all,22297.1574
2017,Early Stuart,203090.2631,PowerBasicCycAge,all,22297.1574
2017,Early Stuart,91267.69293,PowerChum,all,22297.1574
2017,Early Stuart,109890.0579,PowerPink,all,22297.1574
2017,Early Stuart,96641.30161,PowerSalmon_Total,all,22297.1574
2017,Early Stuart,119512.625,PowerSockeye,all,22297.1574
2017,Early Stuart,234509.2184,RickerBasic,all,22297.1574
2017,Early Stuart,94492.94123,RickerChum,all,22297.1574
2017,Early Stuart,231089.4867,RickerCyc,all,22297.1574
2017,Early Stuart,89869.4478,RickerEi,all,22297.1574
2017,Early Stuart,254088.1825,RickerFRDMean,all,22297.1574
2017,Early Stuart,232985.2891,RickerFRDpeak,all,22297.1574
2017,Early Stuart,112797.6091,RickerGOA.SST.Ann,all,22297.1574
2017,Early Stuart,134276.6713,RickerGOA.SST.Sum,all,22297.1574
2017,Early Stuart,147155.2023,RickerGOA.SST.Win,all,22297.1574
2017,Early Stuart,249834.5433,RickerNPGO.Ann,all,22297.1574
2017,Early Stuart,259180.2146,RickerNPGO.Sum,all,22297.1574
2017,Early Stuart,251206.1932,RickerNPGO.Win,all,22297.1574
2017,Early Stuart,128651.6055,RickerPDO,all,22297.1574
2017,Early Stuart,89241.62636,RickerPi,all,22297.1574
2017,Early Stuart,98185.53322,RickerPink,all,22297.1574
2017,Early Stuart,23556.7068,RickerSalmon_Total,all,22297.1574
2017,Early Stuart,112909.7312,RickerSockeye,all,22297.1574
2017,Early Stuart,16821.88996,LLY,4,20167.7627
2017,Early Stuart,171640.6206,R1C,4,20167.7627
2017,Early Stuart,124110.0103,R2C,4,20167.7627
2017,Early Stuart,710537.8138,RAC,4,20167.7627
2017,Early Stuart,281634.354,TSA,4,20167.7627
2017,Early Stuart,61399.71404,RS1,4,20167.7627
2017,Early Stuart,87582.19054,RS2,4,20167.7627
2017,Early Stuart,374254.8275,RSC,4,20167.7627
2017,Early Stuart,356271.7188,MRS,4,20167.7627
2017,Early Stuart,114258.8876,RS4yr,4,20167.7627
2017,Early Stuart,121154.4793,RS8yr,4,20167.7627
2017,Early Stuart,300436.919,LarkinBasic,4,20167.7627
2017,Early Stuart,304001.3211,LarkinBasicCycAge,4,20167.7627
2017,Early Stuart,191287.3217,PowerBasic,4,20167.7627
2017,Early Stuart,195247.0468,PowerBasicCycAge,4,20167.7627
2017,Early Stuart,88267.16808,PowerChum,4,20167.7627
2017,Early Stuart,103104.5366,PowerPink,4,20167.7627
2017,Early Stuart,91117.73828,PowerSalmon_Total,4,20167.7627
2017,Early Stuart,115685.782,PowerSockeye,4,20167.7627
2017,Early Stuart,230199.5007,RickerBasic,4,20167.7627
2017,Early Stuart,90958.14795,RickerChum,4,20167.7627
2017,Early Stuart,220061.4107,RickerCyc,4,20167.7627
2017,Early Stuart,84305.20065,RickerEi,4,20167.7627
2017,Early Stuart,246156.6378,RickerFRDMean,4,20167.7627
2017,Early Stuart,221909.6476,RickerFRDpeak,4,20167.7627
2017,Early Stuart,109954.0294,RickerGOA.SST.Ann,4,20167.7627
2017,Early Stuart,130388.4374,RickerGOA.SST.Sum,4,20167.7627
2017,Early Stuart,144065.4158,RickerGOA.SST.Win,4,20167.7627
2017,Early Stuart,238554.8994,RickerNPGO.Ann,4,20167.7627
2017,Early Stuart,251800.9643,RickerNPGO.Sum,4,20167.7627
2017,Early Stuart,241981.4201,RickerNPGO.Win,4,20167.7627
2017,Early Stuart,123145.433,RickerPDO,4,20167.7627
2017,Early Stuart,84504.06701,RickerPi,4,20167.7627
2017,Early Stuart,89859.50315,RickerPink,4,20167.7627
2017,Early Stuart,19473.17377,RickerSalmon_Total,4,20167.7627
2017,Early Stuart,108458.4401,RickerSockeye,4,20167.7627
2017,Early Stuart,1014.110042,LLY,5,2129.394703
2017,Early Stuart,10347.37937,R1C,5,2129.394703
2017,Early Stuart,7481.989723,R2C,5,2129.394703
2017,Early Stuart,42834.87374,RAC,5,2129.394703
2017,Early Stuart,16978.36732,TSA,5,2129.394703
2017,Early Stuart,2800.675624,RS1,5,2129.394703
2017,Early Stuart,2145.049399,RS2,5,2129.394703
2017,Early Stuart,3684.488252,RSC,5,2129.394703
2017,Early Stuart,3746.839673,MRS,5,2129.394703
2017,Early Stuart,1318.72277,RS4yr,5,2129.394703
2017,Early Stuart,1272.27434,RS8yr,5,2129.394703
2017,Early Stuart,5231.940466,LarkinBasic,5,2129.394703
2017,Early Stuart,4817.844104,LarkinBasicCycAge,5,2129.394703
2017,Early Stuart,5036.17691,PowerBasic,5,2129.394703
2017,Early Stuart,4318.586268,PowerBasicCycAge,5,2129.394703
2017,Early Stuart,2576.85987,PowerChum,5,2129.394703
2017,Early Stuart,4600.147354,PowerPink,5,2129.394703
2017,Early Stuart,3864.023765,PowerSalmon_Total,5,2129.394703
2017,Early Stuart,2991.333743,PowerSockeye,5,2129.394703
2017,Early Stuart,4682.87024,RickerBasic,5,2129.394703
2017,Early Stuart,1976.231384,RickerChum,5,2129.394703
2017,Early Stuart,4946.817896,RickerCyc,5,2129.394703
2017,Early Stuart,3605.374673,RickerEi,5,2129.394703
2017,Early Stuart,4764.089427,RickerFRDMean,5,2129.394703
2017,Early Stuart,4781.401892,RickerFRDpeak,5,2129.394703
2017,Early Stuart,1869.80059,RickerGOA.SST.Ann,5,2129.394703
2017,Early Stuart,2138.501939,RickerGOA.SST.Sum,5,2129.394703
2017,Early Stuart,1995.213399,RickerGOA.SST.Win,5,2129.394703
2017,Early Stuart,4361.186883,RickerNPGO.Ann,5,2129.394703
2017,Early Stuart,5008.183725,RickerNPGO.Sum,5,2129.394703
2017,Early Stuart,4387.398639,RickerNPGO.Win,5,2129.394703
2017,Early Stuart,3705.71126,RickerPDO,5,2129.394703
2017,Early Stuart,2857.65746,RickerPi,5,2129.394703
2017,Early Stuart,3103.848462,RickerPink,5,2129.394703
2017,Early Stuart,6.70E+02,RickerSalmon_Total,5,2129.394703
2017,Early Stuart,2050.854197,RickerSockeye,5,2129.394703
2017,Early Stuart,2110.575076,sibling5,5,2129.394703
2016,Early Stuart,28728,LLY,all,17836.24942
2016,Early Stuart,183943,R1C,all,17836.24942
2016,Early Stuart,108959,R2C,all,17836.24942
2016,Early Stuart,123318.4,RAC,all,17836.24942
2016,Early Stuart,300556.4667,TSA,all,17836.24942
2016,Early Stuart,43423.53717,RS1,all,17836.24942
2016,Early Stuart,33299.45216,RS2,all,17836.24942
2016,Early Stuart,57403.19502,RSC,all,17836.24942
2016,Early Stuart,58309.88239,MRS,all,17836.24942
2016,Early Stuart,20498.53594,RS4yr,all,17836.24942
2016,Early Stuart,19813.36545,RS8yr,all,17836.24942
2016,Early Stuart,56213.87618,LarkinBasic,all,17836.24942
